Nanoparticle,BaseFluid,Temperature (°C),Particle Size (nm),Particle Volume Fraction (in %),TC(W/mK),Thermal Conductivity of Particle (kp),Thermal Conductivity of Liquid (km),kp/km ratio,Temp_Volume,Inverse_Particle_Size,Brownian_Feature
Cu,Ethylene Glycol,50.0,80.0,0.02,0.33488,36.0,0.6,60.0,1.0,0.0125,5.590169943749474
Cu,Ethylene Glycol,20.0,80.0,0.03,0.313614,36.0,0.6,60.0,0.6,0.0125,2.23606797749979
Cu,Ethylene Glycol,30.0,80.0,0.03,0.325596,36.0,0.6,60.0,0.8999999999999999,0.0125,3.3541019662496843
Cu,Ethylene Glycol,40.0,80.0,0.03,0.340347,36.0,0.6,60.0,1.2,0.0125,4.47213595499958
Cu,Ethylene Glycol,50.0,80.0,0.03,0.350336,36.0,0.6,60.0,1.5,0.0125,5.590169943749474
Cu,Transformer Oil,20.0,80.0,0.001,0.11655,36.0,0.6,60.0,0.02,0.0125,2.23606797749979
Cu,Transformer Oil,30.0,80.0,0.001,0.1177,36.0,0.6,60.0,0.03,0.0125,3.3541019662496843
Cu,Transformer Oil,40.0,80.0,0.001,0.118265,36.0,0.6,60.0,0.04,0.0125,4.47213595499958
Cu,Transformer Oil,50.0,80.0,0.001,0.11826,36.0,0.6,60.0,0.05,0.0125,5.590169943749474
Cu,Transformer Oil,20.0,80.0,0.005,0.12543,36.0,0.6,60.0,0.1,0.0125,2.23606797749979
Cu,Transformer Oil,30.0,80.0,0.005,0.12485,36.0,0.6,60.0,0.15,0.0125,3.3541019662496843
Cu,Transformer Oil,40.0,80.0,0.005,0.12535,36.0,0.6,60.0,0.2,0.0125,4.47213595499958
Cu,Transformer Oil,50.0,80.0,0.005,0.12528,36.0,0.6,60.0,0.25,0.0125,5.590169943749474
Cu,Transformer Oil,20.0,80.0,0.01,0.12987,36.0,0.6,60.0,0.2,0.0125,2.23606797749979
Cu,Transformer Oil,30.0,80.0,0.01,0.132,36.0,0.6,60.0,0.3,0.0125,3.3541019662496843
Cu,Transformer Oil,40.0,80.0,0.01,0.13734,36.0,0.6,60.0,0.4,0.0125,4.47213595499958
Cu,Transformer Oil,50.0,80.0,0.01,0.13554,36.0,0.6,60.0,0.5,0.0125,5.590169943749474
Cu,Transformer Oil,20.0,80.0,0.02,0.13542,36.0,0.6,60.0,0.4,0.0125,2.23606797749979
Cu,Transformer Oil,30.0,80.0,0.02,0.1375,36.0,0.6,60.0,0.6,0.0125,3.3541019662496843
Cu,Transformer Oil,40.0,80.0,0.02,0.140065,36.0,0.6,60.0,0.8,0.0125,4.47213595499958
Cu,Transformer Oil,50.0,80.0,0.02,0.14364,36.0,0.6,60.0,1.0,0.0125,5.590169943749474
Cu,Transformer Oil,20.0,80.0,0.03,0.141525,36.0,0.6,60.0,0.6,0.0125,2.23606797749979
Cu,Transformer Oil,30.0,80.0,0.03,0.1419,36.0,0.6,60.0,0.8999999999999999,0.0125,3.3541019662496843
Cu,Transformer Oil,40.0,80.0,0.03,0.14497,36.0,0.6,60.0,1.2,0.0125,4.47213595499958
Cu,Transformer Oil,50.0,80.0,0.03,0.14904,36.0,0.6,60.0,1.5,0.0125,5.590169943749474
Cu,Ethylene Glycol,39.737854856132095,80.06416712562468,0.0294457774846416,0.340347,36.0,0.6,60.0,1.1701120318106504,0.012489981922012,4.441046536471276
Cu,Transformer Oil,52.441504342169466,79.6398940473618,0.0100358670773795,0.13554,36.0,0.6,60.0,0.5262959669158327,0.012556520974341,5.876379088816908
Cu,Ethylene Glycol,20.0,79.10878149989325,0.0099994790430172,0.286235,36.0,0.6,60.0,0.199989580860344,0.0126408216766851,2.248628175282445
Cu,Water,39.38807787858823,79.93815991603931,0.0199316336055348,0.781944,36.0,0.6,60.0,0.7850687367022909,0.0125096699880297,4.405424009844727
Cu,Transformer Oil,41.80951491851861,80.8525958032951,0.0012981789271364,0.118265,36.0,0.6,60.0,0.0542762312210158,0.0123681866990749,4.649734388883037
Cu,Water,48.52576272110459,82.1205681204305,0.0047275381453134,0.727268,36.0,0.6,60.0,0.2294073942944489,0.0121772172658802,5.354838752602261
Al,Water,20.0,80.0,0.001,0.61336,36.0,0.6,60.0,0.02,0.0125,2.23606797749979
Al,Water,30.0,80.0,0.001,0.6333495,36.0,0.6,60.0,0.03,0.0125,3.3541019662496843
Al,Water,40.0,80.0,0.001,0.6507792,36.0,0.6,60.0,0.04,0.0125,4.47213595499958
Al,Water,50.0,80.0,0.001,0.669344,36.0,0.6,60.0,0.05,0.0125,5.590169943749474
Al,Water,20.0,80.0,0.005,0.62832,36.0,0.6,60.0,0.1,0.0125,2.23606797749979
Al,Water,30.0,80.0,0.005,0.67705,36.0,0.6,60.0,0.15,0.0125,3.3541019662496843
Al,Water,40.0,80.0,0.005,0.687354,36.0,0.6,60.0,0.2,0.0125,4.47213595499958
Al,Water,50.0,80.0,0.005,0.720832,36.0,0.6,60.0,0.25,0.0125,5.590169943749474
Al,Water,20.0,80.0,0.01,0.667216,36.0,0.6,60.0,0.2,0.0125,2.23606797749979
Al,Water,30.0,80.0,0.01,0.683205,36.0,0.6,60.0,0.3,0.0125,3.3541019662496843
Al,Water,40.0,80.0,0.01,0.731496,36.0,0.6,60.0,0.4,0.0125,4.47213595499958
Al,Water,50.0,80.0,0.01,0.762666,36.0,0.6,60.0,0.5,0.0125,5.590169943749474
Al,Water,20.0,80.0,0.02,0.697136,36.0,0.6,60.0,0.4,0.0125,2.23606797749979
Al,Water,30.0,80.0,0.02,0.7293675,36.0,0.6,60.0,0.6,0.0125,3.3541019662496843
Al,Water,40.0,80.0,0.02,0.766179,36.0,0.6,60.0,0.8,0.0125,4.47213595499958
Al,Water,50.0,80.0,0.02,0.798064,36.0,0.6,60.0,1.0,0.0125,5.590169943749474
Al,Water,20.0,80.0,0.03,0.706112,36.0,0.6,60.0,0.6,0.0125,2.23606797749979
Al,Water,30.0,80.0,0.03,0.744755,36.0,0.6,60.0,0.8999999999999999,0.0125,3.3541019662496843
Al,Water,40.0,80.0,0.03,0.800862,36.0,0.6,60.0,1.2,0.0125,4.47213595499958
Al,Water,50.0,80.0,0.03,0.823808,36.0,0.6,60.0,1.5,0.0125,5.590169943749474
Al,Ethylene Glycol,20.0,80.0,0.001,0.2526335,36.0,0.6,60.0,0.02,0.0125,2.23606797749979
Al,Ethylene Glycol,30.0,80.0,0.001,0.263758,36.0,0.6,60.0,0.03,0.0125,3.3541019662496843
Al,Ethylene Glycol,40.0,80.0,0.001,0.2699745,36.0,0.6,60.0,0.04,0.0125,4.47213595499958
Al,Ethylene Glycol,50.0,80.0,0.001,0.267904,36.0,0.6,60.0,0.05,0.0125,5.590169943749474
Al,Ethylene Glycol,20.0,80.0,0.005,0.263834,36.0,0.6,60.0,0.1,0.0125,2.23606797749979
Al,Ethylene Glycol,30.0,80.0,0.005,0.27133,36.0,0.6,60.0,0.15,0.0125,3.3541019662496843
Al,Ethylene Glycol,40.0,80.0,0.005,0.2802105,36.0,0.6,60.0,0.2,0.0125,4.47213595499958
Al,Ethylene Glycol,50.0,80.0,0.005,0.293664,36.0,0.6,60.0,0.25,0.0125,5.590169943749474
Al,Ethylene Glycol,20.0,80.0,0.01,0.278768,36.0,0.6,60.0,0.2,0.0125,2.23606797749979
Al,Ethylene Glycol,30.0,80.0,0.01,0.291522,36.0,0.6,60.0,0.3,0.0125,3.3541019662496843
Al,Ethylene Glycol,40.0,80.0,0.01,0.299403,36.0,0.6,60.0,0.4,0.0125,4.47213595499958
Al,Ethylene Glycol,50.0,80.0,0.01,0.30912,36.0,0.6,60.0,0.5,0.0125,5.590169943749474
Al,Ethylene Glycol,20.0,80.0,0.02,0.2849905,36.0,0.6,60.0,0.4,0.0125,2.23606797749979
Al,Ethylene Glycol,30.0,80.0,0.02,0.29657,36.0,0.6,60.0,0.6,0.0125,3.3541019662496843
Al,Ethylene Glycol,40.0,80.0,0.02,0.3109185,36.0,0.6,60.0,0.8,0.0125,4.47213595499958
Al,Ethylene Glycol,50.0,80.0,0.02,0.316848,36.0,0.6,60.0,1.0,0.0125,5.590169943749474
Al,Ethylene Glycol,20.0,80.0,0.03,0.293702,36.0,0.6,60.0,0.6,0.0125,2.23606797749979
Al,Ethylene Glycol,30.0,80.0,0.03,0.306666,36.0,0.6,60.0,0.8999999999999999,0.0125,3.3541019662496843
Al,Ethylene Glycol,40.0,80.0,0.03,0.317316,36.0,0.6,60.0,1.2,0.0125,4.47213595499958
Al,Ethylene Glycol,50.0,80.0,0.03,0.327152,36.0,0.6,60.0,1.5,0.0125,5.590169943749474
Al,Transformer Oil,20.0,80.0,0.001,0.114885,36.0,0.6,60.0,0.02,0.0125,2.23606797749979
Al,Transformer Oil,30.0,80.0,0.001,0.11495,36.0,0.6,60.0,0.03,0.0125,3.3541019662496843
Al,Transformer Oil,40.0,80.0,0.001,0.11336,36.0,0.6,60.0,0.04,0.0125,4.47213595499958
Al,Transformer Oil,50.0,80.0,0.001,0.11556,36.0,0.6,60.0,0.05,0.0125,5.590169943749474
Al,Transformer Oil,20.0,80.0,0.005,0.12099,36.0,0.6,60.0,0.1,0.0125,2.23606797749979
Al,Transformer Oil,30.0,80.0,0.005,0.12045,36.0,0.6,60.0,0.15,0.0125,3.3541019662496843
Al,Transformer Oil,40.0,80.0,0.005,0.121535,36.0,0.6,60.0,0.2,0.0125,4.47213595499958
Al,Transformer Oil,50.0,80.0,0.005,0.12312,36.0,0.6,60.0,0.25,0.0125,5.590169943749474
Al,Transformer Oil,20.0,80.0,0.01,0.125985,36.0,0.6,60.0,0.2,0.0125,2.23606797749979
Al,Transformer Oil,30.0,80.0,0.01,0.12705,36.0,0.6,60.0,0.3,0.0125,3.3541019662496843
Al,Transformer Oil,40.0,80.0,0.01,0.128075,36.0,0.6,60.0,0.4,0.0125,4.47213595499958
Al,Transformer Oil,50.0,80.0,0.01,0.13284,36.0,0.6,60.0,0.5,0.0125,5.590169943749474
Al,Transformer Oil,20.0,80.0,0.02,0.12987,36.0,0.6,60.0,0.4,0.0125,2.23606797749979
Al,Transformer Oil,30.0,80.0,0.02,0.132,36.0,0.6,60.0,0.6,0.0125,3.3541019662496843
Al,Transformer Oil,40.0,80.0,0.02,0.132435,36.0,0.6,60.0,0.8,0.0125,4.47213595499958
Al,Transformer Oil,50.0,80.0,0.02,0.13338,36.0,0.6,60.0,1.0,0.0125,5.590169943749474
Al,Transformer Oil,20.0,80.0,0.03,0.131535,36.0,0.6,60.0,0.6,0.0125,2.23606797749979
Al,Transformer Oil,30.0,80.0,0.03,0.1364,36.0,0.6,60.0,0.8999999999999999,0.0125,3.3541019662496843
Al,Ethylene Glycol,40.57941898289897,80.52256192087533,0.0304676394208493,0.317316,36.0,0.6,60.0,1.2363591054785332,0.0124188795803918,4.522171540294888
Al,Transformer Oil,47.48916499859855,78.16519197036544,0.0098683762239855,0.13284,36.0,0.6,60.0,0.4686409467690943,0.0127934183335611,5.3714041953645655
Al,Ethylene Glycol,20.0,78.44402997368209,0.010043303040189,0.278768,36.0,0.6,60.0,0.20086606080378,0.0127479427094133,2.258135754060266
Al,Water,40.04980279090283,81.86274649235726,0.0202479924606169,0.766179,36.0,0.6,60.0,0.8109281049593943,0.0122155686542151,4.426466954372801
Al,Transformer Oil,40.93620900957995,79.27490327902582,0.0008283417789119,0.11336,36.0,0.6,60.0,0.0339091721929048,0.0126143326404357,4.597690798281345
Al,Water,50.18481030248974,80.20001485117174,0.0047629961593756,0.720832,36.0,0.6,60.0,0.2390300587297516,0.0124688256212385,5.603831427462308
Al,Ethylene Glycol,21.25308891730208,78.51085358210088,0.0008111943700939,0.2526335,36.0,0.6,60.0,0.0172403860768205,0.0127370924448588,2.398596577424753
Al,Ethylene Glycol,40.39167061561527,80.09412426778928,0.0297752353148733,0.317316,36.0,0.6,60.0,1.202671497340798,0.0124853103662956,4.513271789042992
